id,organizationStatus,name,alternateName,description,email,website,taxStatus
9011,active,Playgarden Online,Playgarden Prep Online,,hello@playgardenprep.com,https://playgardenonline.com,"[""None or unknown""]"
9027,active,PODER,People Organized in Defense of the Earth and Her Resources,"Works to raise awareness of the environment, public health and transportation planning.",poder.austin@gmail.com,https://www.poder-texas.org,"[""Nonprofit""]"
9028,active,Point Foundation LGBTQ Scholarship Fund,,"Provides scholarships for lesbian, gay, bisexual, transgender, and queer (LGBTQ) students.",,https://pointfoundation.org/,"[""Nonprofit - Incorporated""]"
9031,active,Point of Care Health Services,,"Provides general health care services, including a mobile Covid-19 vaccination unit.",,https://www.pochealthservices.com,"[""Commercial""]"
9032,active,Polaris,,Operates the National Human Trafficking Hotline.,,https://humantraffickinghotline.org/en,"[""Nonprofit - Incorporated""]"
9065,active,Positive Behavior Supports Corporation (PBS Corp.),Team PBS; Positive Behavior Supports Corp.,"Uses the principles of Applied Behavior Analysis (ABA) to conduct quality assessments and behavioral intervention plans. Embraces a specific approach to delivery of applied behavior analysis (ABA) therapy: Positive behavior support (PBS) which is a research-based approach to supporting people of all ages with behavioral challenges in home, school, and community settings.",jusmith@teampbs.com,https://www.teampbs.com,"[""Private Practice""]"
9070,active,Postpartum Support International,,Aims to increase awareness about the emotional changes that women experience during pregnancy and postpartum.,,https://www.postpartum.net,"[""Nonprofit - Incorporated""]"
9092,active,"PPD, Inc.",Study Information; Research Overnight Study,Provides financial compensation to volunteers participating in supervised medical studies.,,https://meandppd.com/austin-research-studies/,"[""Commercial""]"
9094,active,PRACTICE RECORD Legal Aid Center,,Offers legal counseling and legal representation.,,,"[""Nonprofit - Incorporated""]"
9096,active,Prairie Lea Independent School District (PLISD),Prairie Lea ISD,Serves as the administrative office for the Prairie Lea Independent School District (PLISD).,,https://www.plisd.net,"[""Special District""]"
9104,active,Pregnancy & Life Center (P&LC),Pregnancy and Life Center; Highland Lakes Pregnancy Resource Center (former name); HLPRC,Provides pregnancy services and parenting classes.,,https://www.hlprc.com,"[""Nonprofit - Incorporated""]"
9127,active,Premier Research,"Clinical Dental Services, Scirex",Performs clinical research studies for chronic and acute pain.,,http://www.premier-research.com,"[""Commercial""]"
9132,active,Presbyterian Children's Homes and Services,,Provides Christ-centered care and support to children and families in need.,,https://www.pchas.org/,"[""Nonprofit - Incorporated""]"
9137,active,Presbyterian Children's Homes and Services,PCHAS,Provides Christ-centered care and support to children and families in need. Focuses on permanent homes for children and self-sufficiency for families.,,https://www.pchas.org/,"[""Nonprofit - Incorporated""]"
9140,active,Presbyterian Children's Homes and Services (PCHAS) - Austin,PCHAS,Works to keep families together by offering child and family support services.,,https://www.texas.pchas.org,"[""Nonprofit - Incorporated""]"
9157,active,Prevent Blindness Texas,,"Provides vision screenings, risk assessments, eye health and safety education programs, referrals for eye exams and eyeglasses for the uninsured, and many other services targeting those Texas residents most at risk for possible vision problems.",info@pbtexas.org,http://texas.preventblindness.org/,"[""Nonprofit - Incorporated""]"
9158,active,Prevent Child Abuse America,Prevent Child Abuse Texas (PCAT),Promotes services that improve child well-being in all 50 states and develops programs that help to prevent all types of abuse and neglect.,,http://preventchildabuse.org/,"[""Nonprofit - Incorporated""]"
9167,active,Primera Baptist Church,,Provides a food pantry and clothing closet.,,https://www.facebook.com/PrimeraBastrop,"[""Faith - based""]"
9192,active,Project Linus of Central Texas,"Project Linus of Williamson, Travis, Hays & Bastrop Counties of Central Texas (former name)","Provides handmade blankets for children experiencing crisis, trauma, or illness.",,https://www.projectlinus.org,"[""Nonprofit - Incorporated""]"
9194,active,Project Princess,Texas Lonestars,"Hosts an annual Boutique Day providing gently-used prom dresses and accessories to high school students.Hosted by The Texas Lonestars, a University of Texas group.",,www.projectprincesstx.org,"[""Nonprofit - Unincorporated""]"
9198,active,Project Transformation Rio Texas,,Offers summer day camps focusing on literacy for children in grades 1st - 6th.,info@PTRioTexas.org,https://PTRioTexas.org,"[""Nonprofit - Incorporated""]"
9199,active,"Project Transitions, Inc.",,"Provides end-of-life care, recuperative care, transitional housing, and support services for individuals living with HIV/AIDS.",,https://www.projecttransitions.org,"[""Nonprofit - Incorporated""]"
9221,active,Psychological Health Center of Excellence (PCHoE),Defense Health Agency; DHA,Provides evidence-based programs and resources for service members and their families to improve psychological health and readiness.,,https://health.mil/,"[""Government - Federal""]"
9225,active,Public Charge Inadmissibility Criteria Information - August 2019,,"Provides information regarding the final rule on the public charge inadmissibility criteria that was issued on August 14, 2019. Dispels rumors and clarifies who may or may not be eligible for legal status or citizenship status adjustment in the U.S.",,,"[""None or unknown""]"
9232,active,Public Utility Commission of Texas (PUC),PUCT,"Regulates the state's electric, telecommunication, and water and sewer utilities, implements respective legislation, and offers customer assistance in resolving consumer complaints.",customer@puc.texas.gov,http://www.puc.texas.gov/,"[""Government - State""]"
9238,active,Purple Star Veterans and Families,,"Dedicated to strengthening the transition safety net for veterans, their immediate and extended families, and for the families of Veterans who are not surviving homecoming due to suicide, accidents during re-integration, and drug and alcohol addiction.",,http://purplestarveterans.org/,"[""Nonprofit - Incorporated""]"
9245,active,Quality Vision Eyewear,,Provides discounted eye exams and eye glasses.,,,"[""Commercial""]"
9254,active,Radiance Women's Center,PfPRC; Pflugerville Pregnancy Resource Center,"Operates a pregnancy resource center providing services such as: pregnancy test, limited ultrasounds, and emergency diaper assistance.Assists individuals in applying for state benefits.",info@radiancewomenscentertx.org,https://www.radiancewomenscentertx.org,"[""Nonprofit - Incorporated""]"
9282,active,"Rape, Abuse and Incest National Network (RAINN)",,"Offers free, confidential counseling and support 24 hours a day, from anywhere in the country. Automatically transfers you to the rape crisis center nearest you, anywhere in the nation.",,http://www.rainn.org,"[""Nonprofit - Incorporated""]"
9294,active,Read Now,,Offers a literacy program providing individual tutoring to adults with reading difficulties.,,http://www.readnowatx.org/,"[""Nonprofit - Incorporated""]"
9314,active,Rebuilding Together Austin,,Assists eligible homeowners with health and safety-related home repairs.,,https://www.rebuildingtogetheraustin.org,"[""Nonprofit - Incorporated""]"
9332,active,RED Arena,Aware Inc;. Always Wanted a Riding Experience (AWARE),Provides therapeutic horseback riding to adults and children with disabilities.,,https://www.REDarena.org,"[""Nonprofit - Incorporated""]"
9359,active,Referral Search Assistance,,"Hosts documents that can assist in Referral Search, such as:   HHS Taxonomy Guides used by 2-1-1 Specialists to aid in searching for HHS Agency Programs   Query Language Guide",,,"[""None or unknown""]"
9367,active,Refugee Services of Texas,,"Provides direct services and advocacy efforts to refugees, asylees, survivors of human trafficking, and other groups of displaced persons. Assists in resettling approximately 40 percent of the state's refugee populations. Provides clients with basic necessities including housing, clothing, food, and healthcare; employment skills training and job placement; English language training; cultural orientation; mental health services; and more. Provides volunteer opportunities and conducts presentations to faith communities, corporations, and other organizations.",afaye@rstx.org,https://www.rstx.org/,"[""Nonprofit - Incorporated""]"
9369,active,"Refugee Services of Texas, Inc. - Austin",,"Welcomes refugees, immigrants, and other displaced people and supports them in integrating and thriving in their new communities.",,https://www.rstx.org/austin,"[""Nonprofit - Incorporated""]"
9374,active,Regarding Cancer,Re: Cancer (former name),"Provides peer-to-peer psychosocial support, oncology center visitations, and support groups to individuals with cancer and their caregivers in the Central Texas area.",,https://www.regardingcancer.org,"[""Nonprofit - Incorporated""]"
9384,active,Region XIII Education Service Center,"Region 13 Education Service Center,RESC XIII",,,https://www.esc13.net,
9392,active,"Rejuvenation, Inc.",,"Operates a thrift store. Provides information about obtaining vouchers from local churches for assistance with rent and utilities.",,https://www.facebook.com/rejuvenationincofgiddings,"[""Nonprofit - Incorporated""]"
9397,active,Remar USA,,,remartexas@gmail.com,https://www.remarusa.org,"[""Nonprofit""]"
9408,active,Reset Mentoring,,Provides one-on-one mentoring and advanced life skill classes to juveniles experiencing legal trouble.,,https://www.resetmentoring.org/index.html,"[""Nonprofit - Unincorporated""]"
9422,active,Retail Seasonal Flu Clinics (Greater Austin),"CVS, Minute Clinic, Walgreens, HEB Pharmacy, Randalls Pharmacy",Provides a listing of local retail flu clinic options in the Greater Austin area.,,,"[""Commercial""]"
9423,active,Retire Guide,,Provides a guide and tools to setting goals for retirement income.,,https://www.retireguide.com,"[""Commercial""]"
9445,active,Ride United Austin,Lyft Pilot Project,Offers free Lyft rides for eligible callers who have transportation barriers to accessing food-related services and public benefits services.Ride United is a collaboration between United Way Worldwide and Lyft.,,,"[""Nonprofit - Incorporated""]"
9453,active,Right To Be,Hollaback,"Provides resources to end  harassment across all spaces - including online, the workplace, transportation, protests, the polling booth, and all identities - including women, LGBTQ+, Black, Indigenous, people of color, religious minorities, people with disabilities, immigrants, and all others who are treated as less than just for being who they are.",,https://righttobe.org/,"[""Nonprofit - Unincorporated""]"
9482,active,River City Youth Foundation,RCYF; Success Center; Rivercity Youth Foundation; La Escuelita Verde,Offers neighborhood-based services to youth and their families in the Dove Springs neighborhood in Austin.,,https://www.rivercityyouthfoundation.com,"[""Nonprofit - Incorporated""]"
9488,active,River Road Baptist Church,,,Info@riverroadbaptistchurch.org,https://riverroadbaptistchurch.org,
9517,active,ROCK (Ride on Center for Kids),ROCK,"Provides equine-assisted activities and therapies for children, adults, and veterans who have physical, cognitive, or emotional disabilities.",,https://www.rockride.org,"[""Nonprofit - Incorporated""]"
9520,active,Rock Springs Help For Heroes,Help For Heroes,"Help For Heroes Program at Rock Springs - Austin areaThe Help for Heroes Program is designed exclusively to meet the recovery needs of active duty service members, veterans, and first responders dealing with mental health and substance abuse issues brought on by on-duty challenges including combat stress; repeated exposure to traumatic events; grief and loss; and family separation. These adverse or stressful scenarios often trigger trauma-related disorders including: Post-Traumatic Stress Disorder (PTSD) Acute stress disorder Combat operational stress Substance abuse disorders Suicidal and homicidal ideation Depression and anxiety Military sexual traumaWE PROVIDE Separate military and first responder unit and programing Medication management Individual, group and family therapy Comprehensive psychiatric evaluations Structured fitness and exercise program Peer support group sessions Discharge/transition planningTREATMENT TRACKS Chemical dependency detoxification  Crisis stabilization  Dual diagnosis 28-day substance abuse program 28-day PTSD treatment program Partial Hospitalization Program (PHP) Intensive Outpatient Program (IOP)SPECIALIZED TREATMENTTreatment involves a combination cognitive behavioral therapy, expressive therapy, wellness education, recreational therapy and other various activities.  Cognitive Behavioral Therapy (CBT) Cognitive Processing Therapy (CPT) Schema therapy Dialectical Behavior Therapy (DBT) Eye Movement Desensitization and Reprocessing (EMDR) Prolonged Exposure Relapse Prevention/12-step Support Groups Holistic therapies: yoga therapy, art therapy, music therapy, pet therapy, peer support groups, drum circle Educational programs and process groups: mindfulness training and fitness programOUR LOCATION700 Southeast Inner LoopGeorgetown, TX 78626FOR ACTIVE DUTY MILITARY CALL 844.330.6600FOR VETERANS & FIRST RESPONDERS CALL 512.819.9400",,,"[""Private Practice""]"
9524,active,Rockport Warriors United,,"Works to empower military personnel and first responders to lead high-quality lives with respect, dignity, and hope.",,https://www.rockportwarriorsunited.com,"[""Nonprofit - Incorporated""]"
9557,active,Rollingwood Police Department,"RPD, Rollingwood PD",Provides law enforcement and animal control services for the City of Rollingwood.,,https://www.rollingwoodtx.gov/police,"[""Government - City""]"
9562,active,Ronald McDonald House Charities of Central Texas,,"Provides temporary lodging and support services for families with critically ill or injured children through the following programs: Ronald McDonald House, Ronald McDonald Family Rooms, and Happy Wheels Carts.Provides burial assistance and bereavement support through the Healing Hearts program.",,https://rmhc-ctx.org/,"[""Nonprofit - Incorporated""]"
9574,active,Roost & Root - Large Chicken Coop,,,marketing@roostandroot.com,https://roostandroot.com/,"[""None or unknown""]"
9575,active,Roost & Root - Large Chicken Coop,,,marketing@roostandroot.com,https://roostandroot.com/,"[""None or unknown""]"
9576,active,Roost & Root - Large Chicken Coop,,,marketing@roostandroot.com,https://roostandroot.com/,"[""None or unknown""]"
9591,active,Rosewood Avenue Missionary Baptist Church - Hope Basket Ministry,,,clerk@rosewood-baptist-church.org,https://www.rosewood-baptist-church.org,
9595,active,Round Rock Area Serving Center,RRASC,"Provides a food pantry, thrift store, seasonal programs, and limited financial assistance.",,https://www.rrasc.org/,"[""Nonprofit - Incorporated""]"
9596,active,Round Rock Fire Department,,Responds to fires and emergency medical situations in the city of Round Rock.,,https://www.roundrocktexas.gov/departments/fire/,"[""Government - City""]"
9597,active,Round Rock Housing Authority,RRHA,Provides government subsidized housing in the City of Round Rock.,,https://www.roundrockha.org,"[""Government - City""]"
9598,active,Round Rock Independent School District (RRISD),Round Rock ISD,Serves as the administrative office for the Round Rock Independent School District.,,https://www.roundrockisd.org,"[""Special District""]"
9599,active,Round Rock Independent School District Council of PTA(s),RRISD Council of Parent Teach Association; RRISD Council of PTA's,Operates two clothing closets at area elementary schools for Round Rock Independent School District students.,,http://rrisd.council.my-pta.org,"[""Nonprofit - Incorporated""]"
9600,active,Round Rock Police Department,Round Rock PD; RRPD,"Provides law enforcement, animal control, and victim services for Round Rock sponsors the Blue Santa program.",,https://www.roundrocktexas.gov/city-departments/police/,"[""Government - City""]"
9601,active,Round Rock Public Library,Robert G and Helen Griffith Public Library,Provides library services in Round Rock.,,https://www.roundrocktexas.gov/library,"[""Government - City""]"
9602,active,Round Top Family Library,"Round Top Library Association, Inc.","Provides library services for the City of Round Top. Operates as a regional community center.",,http://ilovetoread.org,"[""Nonprofit - Incorporated""]"
9603,active,Round Top-Carmine Independent School District (RTCISD),Round Top Carmine ISD,Serves as the administrative office for the Round Top-Carmine Independent School District (RTCISD).,,https://www.rtcisd.net,"[""Special District""]"
9614,active,"Royal Vision Center, Inc.",,Provides discounted vision services and glasses for individuals with low income.,,https://www.optix-now.com/ecp/austin/royal-vision-center,"[""Commercial""]"
9638,active,"Rx Outreach, Inc.",,Provides access to affordable medications regardless of insurance status (insured or uninsured). Offers convenient home delivery.,,https://www.rxoutreach.org,"[""Nonprofit - Incorporated""]"
9657,active,Sacred Heart Community Clinic,,Provides non-emergency medical care to uninsured and underinsured Round Rock residents.,,http://sacredheartclinic.org,"[""Nonprofit - Incorporated""]"
9659,active,SAFE Alliance,Stop Abuse for Everyone; SAFE: A merger of Austin Children's Shelter and SafePlace; Austin Rape Crisis Center (former name); Center for Battered Women (former name); SafePlace: Travis County Domestic Violence and Sexual Assault Survivor Center; Austin Chi,"Supports survivors of sexual assault, sexual abuse, domestic violence, human trafficking, child abuse, and individuals in need of parenting support. Offers gender affirming care. All individuals are welcome at SAFE.Operates SAFEline, the entry point to all SAFE services accessible by phone, chat, and text. Provides the following:  emergency shelter individual and group counseling counseling in local elementary, middle, and high schools transitional housing, non-residential case management safe child exchange/visitation sexual assault medical and forensic exams legal advocacy and court accompaniment case management and drop-in services for survivors of human trafficking and exploitation support for young adults who have aged out of the foster care system disability services, including advocacy and counseling for survivors who are Deaf positive/protective parenting classes parenting support for fathers/father figures life skills classes community education",info@safeaustin.org,http://safeaustin.org,"[""Nonprofit - Incorporated""]"
9671,active,Saint Louise House,St. Louise House; VinCare Services of Austin Foundation,Provides supportive housing for homeless women and their children.,,https://www.saintlouisehouse.org,"[""Nonprofit - Incorporated""]"
9686,active,Salvation Army - Bastrop,,Provides utility assistance and gas cards.Provides food box distribution several times during the year.,,,"[""None or unknown""]"
9687,active,Salvation Army - Burnet,,Provides limited financial assistance on a case-by-case basis to Burnet County residents.,,,"[""Nonprofit - Incorporated""]"
9690,active,Salvation Army - Greater Austin,,"Operates two emergency shelters, a worker's dorm, and an adult rehabilitation center. Serves a daily meal and provides other social services.Operates multiple thrift stores and donation centers.",,http://salvationarmyaustin.org,"[""Nonprofit - Incorporated""]"
9698,active,Salvation Army - San Marcos,Salvation Army of San Marcos; Salvation Army of Hays County,"Provides basic needs assistance. Provides Emergency Disaster Relief. Offers Financial Assistance for Utilities, Summer Camp and Kathy's Reading Program (for children).Offers a summer fan and winter heat program.",,,"[""Nonprofit - Incorporated""]"
9699,active,Salvation Army - Taylor,,Provides temporary financial assistance for individuals who have experienced a one-time personal disaster.Offers non-narcotic prescription expense assistance. Offers dental extraction expense assistance.,,,"[""Nonprofit - Incorporated""]"
9765,active,Samaritan Center,Samaritan Center for Counseling and Pastoral Care; Samaritan Counseling Center,"Provides low-cost counseling, integrative medicine, and peer support services to help improve the mental, physical, and spiritual health of children, adults, and families in Central Texas. Offers the Hope for Heroes program for veterans, service members, and their families.",info@samaritan-center.org,https://www.samaritan-center.org,"[""Nonprofit - Incorporated""]"
9768,active,Samaritan Health Ministries,Hill Country Medical Ministries; Samaritan Medical Ministries,Provides health care services for uninsured residents of Travis and Williamson Counties.,,https://www.theshm.org,"[""Nonprofit - Incorporated""]"
9836,active,San Marcos Consolidated Independent School District (SMCISD),San Marcos CISD,Serves as the administrative office for the San Marcos Consolidated Independent School District.,,https://www.smcisd.net,"[""Special District""]"
9837,active,San Marcos Fire - July 2018,,Resources in this agency will assist individuals who are affected by San Marcos fire.,,,"[""None or unknown""]"
9838,active,San Marcos Fire Department,San Marcos Fire and Rescue; SMFD,Provides emergency fire protection and rescue to the City of San Marcos.,,http://sanmarcostx.gov/3926/Fire-Department,"[""Government - City""]"
9839,active,San Marcos Housing Authority,Housing Authority of San Marcos,"Provides government subsidized housing in San Marcos, including: conventional public housing, project-based Section 8 housing, and the Housing Choice Voucher program.",,http://smpha.org,"[""Special District""]"
9840,active,San Marcos Police Department,San Marcos PD; SMPD,Provides law enforcement and victim services for the City of San Marcos.Sponsors the Blue Santa program.,,http://www.sanmarcostx.gov/151/Police,"[""Government - City""]"
9841,active,San Marcos Public Library,SMPL,Provides public library services to the City of San Marcos.,libraryinfo@sanmarcostx.gov,https://www.sanmarcostx.gov/3879/Library,"[""Government - City""]"
9842,active,San Marcos Treatment Center,"Brown Schools Rehabilitation Center, Psychiatric Solutions, Inc.",Provides a psychiatric residential treatment center for adolescents.,,https://www.sanmarcostc.com,"[""Commercial""]"
9843,active,San Marcos Youth Service Bureau,San Marcos YSB; YBS; TN; Teen Network Program; ACT; Active Community Teen Program,"Provides afterschool and summer programs for youth, ages 11 - 17 years.",,https://www.ysb.org,"[""Nonprofit - Incorporated""]"
9868,active,Burnet County Santa's Helpers,,"Offers Santa's Helpers, providing holiday gifts and toys for families in Burnet County.",,https://www.facebook.com/profile.php?id=100029105545986,"[""Nonprofit - Incorporated""]"
9875,active,Save An Angel,,Operates a pet wellness and spay/neuter clinic. Does not offer full-service veterinarian services.,,https://www.saveanangel.org,"[""Nonprofit - Incorporated""]"
9898,active,Scholarship America,Scholarship America National Headquarters,,,,"[""None or unknown""]"
9900,active,Schulenburg Area Food Pantry,SAFP,Provides a weekly food pantry for area residents.,,https://www.schulenburgfoodpantry.com,"[""Nonprofit - Incorporated""]"
9901,active,Schulenburg Housing Authority,SHA; Schulenburg HA; Schulenburg Public Housing;,Provides subsidized conventional public housing.,,,"[""Government - Regional""]"
9902,active,Schulenburg Independent School District (SISD),Schulenburg ISD,Serves as the administrative office for the Schulenburg Independent School District (SISD).,,https://www.schulenburgisd.net,"[""Special District""]"
9903,active,Schulenburg Police Department,SPD,Provides law enforcement and animal control for the City of Schulenburg.,,https://www.schulenburgtx.org/city-service/police-department,"[""Government - City""]"
9904,active,Schulenburg Public Library,,Provides library services for the Schulenburg area.,,https://www.schulenburglibrary.org,"[""Government - City""]"
9905,active,SCORE Austin,SCORE Chapter 249,Assists entrepreneurs in opening and growing their small business through education and mentorship.,,http://score.org/austin,"[""Nonprofit - Incorporated""]"
9908,active,Scott and White Healthcare,Scott and White Healthcare,"A hospital with a commitment to patient care, education and research. Operates 15 regional clinics throughout Central Texas.",,https://www.sw.org,"[""Commercial""]"
9911,active,Scout Security,,,support@scoutsecurity.us,https://www.scoutsecurity.us,"[""None or unknown""]"
9912,active,Scout Security,,,support@scoutsecurity.us,https://www.scoutsecurity.us,"[""None or unknown""]"
9935,active,Second Chance Emporium,"Fayette Resale, Inc.; Second Chance Thrift Store; Fayette Resale Incorporated",Operates a thrift store.,,http://www.secondchanceemporium.org,"[""Nonprofit - Incorporated""]"
9943,active,Seedling Foundation,Travis Community Education Foundation formerly,,swaxler@seedlingfoundation.net,https://www.seedlingfoundation.net,
9960,active,Senior Access,Drive a Senior- Senior Access ; Faith in Action; FIA; Drive a Senior Northeast,"Provides transportation services to seniors. Offers minor household repair, and friendly visiting services for clients. Loans out medical equipment.",Serita@senioraccesstx.org,https://www.senioraccesstx.org/,"[""Nonprofit - Incorporated""]"
9976,active,Senior Connections,Navidad Valley Community Connections,"Operates a senior center and two satellite sites hosting a variety of social, recreational, and educational programs for older adults.",,https://www.srconnections.org,"[""Nonprofit - Incorporated""]"
9998,active,SerenityStar Recovery,"Serenity Star Recovery Resource Center; Serenity Star, Inc.",Operates the Serenity Ranch providing a sober living environment for individuals and families to recover from addiction.,,https://www.serenitystar.org,"[""Nonprofit - Incorporated""]"
10002,active,"Service Dogs, Inc.",Texas Hearing and Service Dogs,Provides quality of life improvements for individuals living with disabilities through the training and provision of Hearing and Service Dogs.,,http://www.servicedogs.org,"[""Nonprofit - Incorporated""]"
10004,active,Service League of Greater Lakeway,Lakeway Service League,"Offers short-term assistance for transportation, basic household maintenance, and medical equipment to greater Lakeway area residents.",,https://www.lakeway-tx.gov/1092/Service-League-of-Greater-Lakeway,"[""Nonprofit - Incorporated""]"
10005,active,"Services and Advocacy for Gay, Lesbian, Bisexual, and Transgender Elders (SAGE)",,"Dedicated to improving the lives of lesbian, gay, bisexual, and transgender (LGBT) older adults. Offers supportive services and consumer resources for LGBT older adults and their caregivers, advocates for public policy changes that address needs of LGBT older adults, and training through its National Resource Center on LGBT aging.",,http://www.sageusa.org/,"[""Nonprofit - Incorporated""]"
10012,active,Sesame Care,,"Connects patients with doctors that provide low cost telehealth services including primary care, mental health, women's health, men's health, pediatrics, dental health, sexual health, urgent care, skin care, prescription refill, and many more.Offers low cost lab work such as standard health panels, STD tests, comprehensive metabolic panels (CMP), and many others. Provides low cost imaging and radiology services such as X-rays, magnetic resonance imaging (MRI), and many others.Offers low cost in-person doctor appointments in select metropolitan areas.",,https://sesamecare.com/,"[""Commercial""]"
10016,active,"Settlement Home for Children, The",,"Provides a residential treatment center and transitional independent living for girls and young women who have experienced emotional trauma, abuse, and neglect.",,https://www.settlementhome.org,"[""Nonprofit - Incorporated""]"
10031,active,Severe Weather - May 2019,,Resources in this agency will assist individuals who are affected by the severe weather during May 2019.,,,"[""None or unknown""]"
10037,active,Sew Much Comfort,,Provides adaptive clothing to support the specific needs of wounded service members from all branches of the military and national guard.,,http://www.sewmuchcomfort.org,"[""Nonprofit - Incorporated""]"
10038,active,Sewa International - Austin Chapter,,"Supports health, education, and community development initiatives.",,https://www.sewausa.org/austin-chapter,"[""Nonprofit - Incorporated""]"
10040,active,Sex Addicts Anonymous (SAA),,Twelve step program for people with addictive sexual behavior.,,http://saa-recovery.org/,"[""Nonprofit - Incorporated""]"
10060,active,Shalom Austin,JCAA; JCC; Jewish Community Center; Jewish Community Association of Austin; Jewish Family Services,"Provides social, cultural, educational, fitness, and wellness programs for children and adults.",,https://www.shalomaustin.org,"[""Nonprofit - Incorporated""]"
10073,active,Sharing the Harvest,First Baptist Church Kingsland Food Pantry (former name); Sharing the Keep,Provides a weekly food pantry.,,,"[""Nonprofit - Incorporated""]"
10098,active,Shepherd's Heart - Taylor,Shepherd's Heart Food Pantry and Community Ministries,Operates a food pantry and may offer limited financial assistance for residents in East Williamson County.Operates a thrift store.,,https://www.shepherdshearttaylor.org,"[""Nonprofit - Incorporated""]"
10128,active,Sickle Cell Association of Texas Marc Thomas Foundation,,"Works to enhance and improve the quality of life for individuals affected by sickle cell disease and sickle cell trait in Texas. Providers numerous services to children, adults, and families affected by sickle cell disease and those carrying sickle cell trait in Central Texas, San Antonio, the Texas Gulf Coast, and other areas. Offers support groups, education, and outreach.",,https://www.sicklecelltx.org,"[""Nonprofit - Incorporated""]"
10145,active,SIMS Foundation,,"Provides mental health and substance use recovery services and supports for musicians, music industry professionals, and their families.Works to destigmatize and reduce mental health and substance use issues, while supporting and enhancing the wellbeing of the music community at large.",,https://www.simsfoundation.org,"[""Nonprofit - Incorporated""]"
10162,active,Skillpoint Alliance,,"Provides skill-based training in healthcare and construction career paths. Works as a social enterprise to build partnerships among industry, education, and the community.",,http://skillpointalliance.org,"[""Nonprofit - Incorporated""]"
10169,active,Small Business Administration (SBA),,"Provides small business technical, management, and procurement services and small business loan information.",,https://www.sba.gov/funding-programs/disaster-assistance,"[""Government""]"
10170,active,Small Business Administration (SBA),"Home Disaster Loans, Business Physical Disaster Loans, Disaster Loan Outreach Center, Economic Injury Disaster Loan, EIDL, North Texas Severe Storm and Tornadoes Loans","Offers disaster assistance for communities affected by the North Texas Severe Storm and Tornadoes in the form of long-term low-interest loans to businesses, nonprofit organizations, homeowners, and renters located in regions affected by declared disasters. SBA also provides eligible small businesses and nonprofit organizations with working capital to help overcome the economic injury of a declared disaster.            https://disasterloanassistance.sba.gov/ela/s/disaster-details?recordId=a0et000000AYsE3AAL      https://gov.texas.gov/news/post/governor-abbott-announces-approval-of-federal-assistance-after-severe-storms-in-north-texas        DEADLINE: The Physical Loan Application Deadline Date is 01/17/2023. The Economic Injury (EIDL) Loan Application Deadline Date is 08/16/2023.",,,"[""None or unknown""]"
10171,active,Small Business Administration (SBA),,"Provides small business technical, management, and procurement services and small business loan information.",,http://www.sba.gov,"[""Government""]"
10178,active,"SMART Recovery USA, Inc.",SMART,"Provides a  free self-help group for addictive behaviors using cognitive-behavioral techniques, not 12-step.",,https://www.smartrecovery.org,"[""Nonprofit - Incorporated""]"
10181,active,Smiles for Everyone Foundation,,Provides free one-day dental services at various locations throughout Texas.,,http://www.smilesforeveryone.org/,"[""Nonprofit - Incorporated""]"
10188,active,Smithville Community Clinic,Smithville Free Clinic,"Operates a community clinic offering medical and dental services. Operates a community resource center offering counseling services.",,https://www.smithvillecommunityclinic.org,"[""Nonprofit - Incorporated""]"
10189,active,Smithville Food Pantry,,Provides a food pantry for Smithville residents.,,http://smithvillefoodpantry.com,"[""Nonprofit - Incorporated""]"
10190,active,Smithville Housing Authority,,"Provides government subsidized housing in Smithville. Manages 86 public housing units. Provides 45 Housing Choice Vouchers, when available.",,,"[""Government - Regional""]"
10191,active,Smithville Independent School District (SISD),Smithville ISD,Serves as the administrative office for the Smithville Independent School District (SISD).,,https://www.smithvilleisd.org,"[""Special District""]"
10192,active,Smithville Police Department,Smithville PD,Provides law enforcement and animal control services for the city of Smithville. Sponsors the Blue Santa program.,,https://ci.smithville.tx.us/city-departments/police-department/,"[""Government - City""]"
10193,active,Smithville Public Library,,Provides public library services in the City of Smithville.,,https://www.smithvillepubliclibrary.org/,"[""Government - City""]"
10200,active,Sober Austin,www.soberaustin.org,Provides an online directory of addiction and recovery resources.,,https://www.soberaustin.com,"[""Nonprofit - Unincorporated""]"
10202,active,Social Security Administration - Austin Area,"Medicare Part D,Medicare Plan D,Medicare Rx Coverage,SSA",,,https://www.ssa.gov,
10204,active,Social Security Administration (SSA),,"The SSA administers retirement, survivors, and disabled social insurance programs, which can provide monthly benefits to aged or disabled workers, their spouses and children, and to the survivors of insured workers.",,https://www.ssa.gov,"[""Government""]"
10214,active,Society of St. Vincent de Paul - Diocesan Council of Austin,Society of Saint Vincent de Paul - Diocesan Council of Austin; SSVDP; SSVdP,Supports local conference Society of St. Vincent de Paul programs to provide assistance to area residents.Operates a thrift store and food pantry. Oversees predatory loan conversion programs.,,http://ssvdp.org,"[""Nonprofit - Incorporated""]"
10248,active,"Source, The - Austin",Austin LifeCare; Austin Crisis Pregnancy Center; Life Care Pregnancy Services; LifeCare Pregnancy Services,"Provides sex education, pregnancy resources, and sexual abuse support services.",,https://www.thesource.org,"[""Nonprofit - Incorporated""]"
10251,active,South Austin Church of the Nazarene,South Austin Church Food Pantry,Provides a weekly food pantry.,,https://www.southaustinnaz.org,"[""Nonprofit - Incorporated""]"
