Agency_Id,Site_Id,Site_CreateFormsetDeploymentId,Site_EditAccountId,Site_EditPortalId,Site_EditFormsetDeploymentId,Site_CreateStamp,Site_EditStamp,Site_AuditStamp,Site_Status,SiteSystem_ContentBlock13,SiteSystem_Name,SiteSystem_Aka,SiteSystem_Fax,SiteCustom_FaxNumberDetails,SiteCustom_TddPhoneNumber,SiteCustom_TddPhoneNumberDetails,SiteSystem_Websiteurl,SiteSystem_EmailAddress,SiteSystem_AdaAccess,SiteCustom_HoursOfOperation,SiteSystem_PhoneMain,SiteCustom_MainPhoneName,SiteCustom_MainPhoneDescription,SiteCustom_PhoneNumber2,SiteCustom_PhoneNumber2Name,SiteCustom_PhoneNumber2Description,SiteCustom_PhoneNumber3,SiteCustom_PhoneNumber3Name,SiteCustom_PhoneNumber3Description,SiteCustom_PhoneNumber4,SiteCustom_PhoneNumber4Name,SiteCustom_PhoneNumber4Description,SiteAddressus_SiteAddressus_id,SiteAddressus_SiteAddressus_address_1,SiteAddressus_SiteAddressus_address_2,SiteAddressus_SiteAddressus_city,SiteAddressus_SiteAddressus_county,SiteAddressus_SiteAddressus_state,SiteAddressus_SiteAddressus_zip,SiteAddressus_SiteAddressus_country,SiteAddressus_SiteAddressus_notes,SiteAddressus_SiteAddressus_latitude,SiteAddressus_SiteAddressus_longitude,SiteAddressus_MailingAddress_id,SiteAddressus_MailingAddress_address_1,SiteAddressus_MailingAddress_address_2,SiteAddressus_MailingAddress_city,SiteAddressus_MailingAddress_county,SiteAddressus_MailingAddress_state,SiteAddressus_MailingAddress_zip,SiteAddressus_MailingAddress_country,SiteAddressus_MailingAddress_notes,SiteAddressus_MailingAddress_latitude,SiteAddressus_MailingAddress_longitude,SiteOption_Status,SiteSystem_SiteStaffNotes,SiteOption_RecordOwner,SiteSystem_DataSourceCode,SiteCustom_ExcludeFromDirectory,SiteCustom_PreferredProvider,SiteCustom_LastVerifiedOn,SiteCustom_LastVerifiedTitle,SiteSystem_EditNotes,SiteSystem_StaffNotes,SiteCustom_TemporaryMessage,SiteCustom_TemporaryMessageStart,SiteCustom_TemporaryMessageEnd,SiteCustom_EnteredOn,SiteSystem_DateOfLastCompleteUpdate,SiteSystem_LastEditDate,SiteCustom_MadeInactiveOn
5719,16624,150,25,1,150,2023-08-30 18:14:16,2023-08-31 16:18:38,,active,,Parker Lane,,512-392-5286,,,,https://www.haysfoodbank.org,,Location is accessible to people with disabilities,,512-392-8300,Main Phone,,,,,,,,,,,66494,500 Parker Dr,"Sunrise Village Retirement Community, Community Rm 2411",San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66493,500 Parker Dr,"Sunrise Village Retirement Community, Community Rm 2411",San Marcos,,TX,78666,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,Inactivated because no longer a food distribution site - SM 1/12/18,,,,,,2018/01/12,2015/11/20
5719,16625,150,25,1,150,2023-08-30 18:14:16,2023-08-31 16:18:38,,active,,Word of Life Christian Faith Center,,512-392-5286,,,,https://www.haysfoodbank.org,,Location is accessible to people with disabilities,,512-392-8300,Main Phone,,,,,,,,,,,66498,400 Old Post Rd,,Kyle,Hays,TX,78640,US,,30.0066,-97.80714,66497,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,Inactive because no longer a food distribution site - SM 1/12/18,,,,,,2018/01/12,2015/11/20
5719,16626,150,25,1,150,2023-08-30 18:14:16,2023-08-31 16:18:38,,active,,Calvary Baptist Church,,,,,,https://www.haysfoodbank.org,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66502,1906 N I-35,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66501,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,"Inactivated site record because distribution no longer offered at this location - S. Mooney, 12/22/201609/18/2014 SM added new record for new distribution location via email update03/15/2015 SM updated start time from 11:00 am to 11:30 am per email request from Margaret Denson, mdenson@haysfoodbank.org",,,,,,2018/01/12,2016/12/22
5719,16627,150,25,1,150,2023-08-30 18:14:16,2023-08-31 16:18:38,,active,,Immaculate Heart of Mary Catholic Church,,,,,,https://www.haysfoodbank.org,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66506,312 Lockhart St,,Martindale,Caldwell,TX,78655,US,,29.848849,-97.84839,66505,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,"Inactivate site record because distribution no longer at this location - S. Mooney, 07/15/2016",,,,,,2018/01/12,2016/07/15
5719,16628,150,25,1,150,2023-08-30 18:14:17,2023-08-31 16:18:38,,active,,Martindale First Methodist Church,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66510,308 Bowie St,,Martindale,Caldwell,TX,78655,US,,29.8412478,-97.8414538,66509,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,Inactivated record because food distribution not available anymore at this site per em with Mallory - SM 2/22/18,,,,2016/07/15,,2018/01/12,2018/02/23
5719,16629,150,25,1,150,2023-08-30 18:14:17,2023-08-31 16:18:38,,active,,Roca Eterna/Christ the Rock Church,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66514,1130 TX-123,,San Marcos,Hays,TX,78666,US,,29.8643298,-97.9388453,66513,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2018/01/12,Communications Coordinator,,"Inactivated because no longer food distribution site - SM 1/11/17Added new distribution site per web and recorded phone msg update - S. Mooney, 12/22/2016",,,,2016/12/22,,2018/01/12,2018/01/11
5719,16630,150,37,1,117,2023-08-30 18:14:17,2023-11-02 12:22:16,,active,,Administrative Office,,512-392-5286,,,,,,Location is accessible to people with disabilities,,512-392-8300,Administrative Line,,,,,,,,,,,66518,220 Herndon St,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66517,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2021/10/05,Programs Manager,"7/21/2022: MR edited to be a temporary distribution site, per Mallory Best, Communications Designer, mbest@haysfoodbank.org. Removed note previously in Address line 2: Does not provide food assistance at this location10/5/21 sn - Completed via AV. Jessica made mailing address private.",,,,,,,2021/10/05,
5719,16631,150,77,1,122,2023-08-30 18:14:18,2024-05-17 14:54:43,,active,,Buda City Park,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66522,204 San Antonio St,,Buda,Hays,TX,78610,US,,30.08478,-97.8433,66521,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/05/17,Development Manager,5/17/2024 MR re-added site to Food Distribution record per email from Kelley. 2/16/22 sn - Added new site per email from Mallory Best,,,,,2022/02/16,2024/05/17,2024/05/17,
5719,16632,150,37,1,117,2023-08-30 18:14:18,2023-11-02 12:22:16,,active,,First Baptist Church of San Marcos,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66526,325 W. McCarty Ln,,San Marcos,Hays,TX,78666,US,,29.84853,-97.98298,66525,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/09/19,,9/19/2022: Added per website and FB page.,,,,,2022/09/19,,2022/09/19,
5719,16633,150,77,1,122,2023-08-30 18:14:18,2023-10-20 16:55:36,,active,,Hays County Food Bank (San Marcos),,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66530,220 Herndon Street,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66529,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2022/07/21,Communications Designer,,7/21/2022: MR added as a temporary site per Mallory Best.,,,,2022/07/21,,2022/07/21,2022/07/21
5719,16634,150,37,1,117,2023-08-30 18:14:18,2023-11-02 12:22:16,,active,,Salvation Army (San Marcos),,,,,,,,,,,,,,,,,,,,,,66534,300 S CM Allen Pkwy Ste 100,,San Marcos,Hays,TX,78666,US,,29.878,-97.93589,66533,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/07/21,Communications Designer,7/21/2022: MR added as a site per Mallory Best.,,,,,2022/07/21,,2022/07/21,
5719,16635,150,37,1,117,2023-08-30 18:14:19,2023-11-02 12:22:17,,active,,San Marcos High School Rattler Stadium (San Marcos),,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66538,2601 Rattler Rd,,San Marcos,Hays,TX,78666,US,,29.82365,-97.94956,66537,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/03/22,Communications Designer,Enter from Monterrey Oaks and SH-123. Food is distributed at the San Marcos Toyota Rattler football stadium at San Marcos High School.,,,,,2022/03/22,,2022/03/22,
5719,16636,150,37,1,117,2023-08-30 18:14:19,2023-11-02 12:22:17,,active,,San Marcos Public Library (San Marcos),,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66542,625 E Hopkins,,San Marcos,Hays,TX,78666,US,,29.8855,-97.93134,66541,220 Herndon St,,San Marcos,,TX,78666,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2021/10/05,Programs Manager,Enter library parking lot from westbound Hopkins Lane so as not to block traffic,,,,,2021/09/13,,2021/10/05,
5719,16637,150,37,1,117,2023-08-30 18:14:19,2023-11-02 12:22:17,,active,,St. John Catholic Church (San Marcos),,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66546,624 E Hopkins,,San Marcos,Hays,TX,78666,US,,29.88331,-97.93074,66545,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/03/01,Programs Director/Interim Executive Director,3/1/2023 MR Added per Jessica Cruz.,,,,,2023/03/01,,2023/03/01,
5719,36784,122,77,1,122,2023-10-18 16:50:06,2023-11-17 17:18:51,,active,,Not a physical location,,,,,,,,Location accessible for people with disabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2023/10/18,,10/18/2023 MR created site for record to be visible.,,,,,,,2023/10/18,
5719,37443,122,77,1,122,2024-03-22 17:32:53,2024-03-22 17:32:53,,active,,Buda Sportsplex,,,,,,,,Location accessible for people with disabilities,,,,,,,,,,,,,,146569,310 Sportsplex Drive,,Buda,Hays,TX,78610,US,,30.1952796,-98.0961832,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,false,false,2024/03/22,Development Manager,3/22/2204 MR added per Kelly Carter.,,,,,2024/03/22,2024/03/22,2024/03/22,
5720,16638,150,37,1,117,2023-08-30 18:14:19,2023-11-02 12:22:17,,active,,Hays County Judge's Office,,512-393-2248,,,,,,Location is accessible to people with disabilities,,512-393-2205,Hays County Judge's Office,,,,,,,,,,,66550,111 E San Antonio St,Suite 300,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66549,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/09/19,,"9/19/2023 se web update
9/29/2022 sc completed annual update9/21/2021 se Web Update",,,,,,,2023/09/19,
5721,16639,150,58,1,122,2023-08-30 18:14:20,2024-05-09 10:42:15,,active,,Hays County Juvenile Detention Center,,512-393-5227,,,,,juveniledetentioncenter@co.hays.tx.us,Location is accessible to people with disabilities,,512-393-5220,Office,,,,,,,,,,,66554,2250 Clovis Barker Rd,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66553,2250 Clovis R Barker Road,,San Marcos,Hays,TX,78666,US,,29.8444638,-97.9608543,"[""Active""]",,"[""South Central""]",,false,false,2024/05/09,,"5/9/24 se web update
5/9/2022 se Completed via web update4/25/2023 er completed via web update",,,,,,2024/05/09,2024/05/09,
5721,16640,150,58,1,122,2023-08-30 18:14:20,2024-05-09 10:41:06,,active,,Hays County Juvenile Probation Department,,,,,,,,Location is accessible to people with disabilities,,512-393-7755,Office,,,,,,,,,,,66558,712 S Stagecoach Trail,"Hays Government Center, Ste 1268",San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66557,712 South Stagecoach Trail,Ste 1268,San Marcos,Hays,TX,78666,US,,29.8650713,-97.9539209,"[""Active""]",,"[""South Central""]",,false,false,2024/05/09,,"5/9/24 se web update
5/9/2022 se Completed via web update",,,,,,2024/05/09,2024/05/09,
5722,16641,150,25,1,150,2023-08-30 18:14:20,2023-08-31 16:18:39,,active,,Camino Real Elementary,,,,,,,,,,,,,,,,,,,,,,66562,170 Las Brisas Blvd,,Kyle,Hays,TX,78640,US,,30.0066,-97.80714,66561,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2021/04/16,,,7/3/21 sn - Inactivated since associated program record is now inactive4/16/2021 added to attach to Vaccine registration Assistance,,,,2021/04/16,,2021/04/16,2021/07/03
5722,16642,150,58,1,122,2023-08-30 18:14:20,2024-05-09 10:48:03,,active,,Hays County Local Health Department,San Marcos Clinic; Office of Primary and Specialty Health (OPSH),512-393-5530,,,,,,Location is accessible to people with disabilities,,512-393-5520,Intake Line,,,,,,,,,,,66566,101 Thermon Dr,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66565,101 Thermon Drive,,San Marcos,Hays,TX,78666,US,,29.8530467,-97.9586447,"[""Active""]",,"[""South Central""]",,false,false,2024/05/09,Website,"5/9/24 se web update
8/1/2023 se updated address4/26/2023 se web update after not hearing back4/19/2022  se updated via website",,,,,,2024/05/09,2024/05/09,
5723,16643,150,58,1,122,2023-08-30 18:14:21,2024-01-24 12:27:55,,active,,Office of Emergency Management,,,,,,,oes@co.hays.tx.us,Location is accessible to people with disabilities,,512-393-7300,Administrative Line,,,,,,,,,,,66570,810 S Stagecoach Trl,Ste 1200,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66569,810 South Stagecoach Trail,,San Marcos,Hays,TX,78666,US,,29.8663931,-97.9533298,"[""Active""]",,"[""South Central""]",,false,false,2024/01/24,,"1/24/24 se web update
2/28/2022 sc - verified via website and confirmation by Mike Jones5/25/2021- Completed annual update based on website",,,,,,2024/01/24,2024/01/24,
5724,16644,150,25,1,150,2023-08-30 18:14:21,2023-08-31 16:18:39,,active,,Hays County Recycling and Solid Waste - Wimberley Site,,512-393-7696,,,,https://www.co.hays.tx.us/recycling-solid-waste-1.aspx,,Location is not accessible to people with disabilities,,512-393-2212,Main Phone,,512-847-3504,Other phone,,,,,,,,66574,1691 Carney Ln,,Wimberley,Hays,TX,78676,US,,30.03906,-98.13978,66573,PO Box 1066,,San Marcos,,TX,78666,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2014/02/05,,,,,,,,,2014/02/05,2015/09/11
5724,16645,150,25,1,150,2023-08-30 18:14:21,2023-08-31 16:18:39,,active,,Hays County Recycling and Solid Waste - Driftwood Site,,,,,,https://www.co.hays.tx.us/recycling-solid-waste-1.aspx,,Location is not accessible to people with disabilities,,512-858-9515,Main Phone,,512-393-2212,Other phone,,,,,,,,66578,100 Darden Hill Rd,,Driftwood,Hays,TX,78619,US,,30.073309,-98.023666,66577,PO Box 1066,,San Marcos,,TX,78666,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2014/02/05,,,,,,,,,2014/02/05,2015/09/11
5725,16646,150,37,1,117,2023-08-30 18:14:22,2023-11-02 12:22:17,,active,,Hays County Sheriff's Office,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,66582,810 S Stagecoach Trl,,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66581,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2021/11/04,Public Information Officer,11/4/21 sn - Updated via email and web,,,,,,,2021/11/04,
5725,36902,122,63,1,122,2023-11-17 14:51:23,2023-11-17 14:51:23,,active,,Brown Santa Headquarters,,,,,,https://www.facebook.com/HaysCountyBrownSanta/,dg1203@co.hays.tx.us,accessible for people with disabilities,December 16- 7:00 AM - 12:00 PM,,,,,,,,,,,,,145474,900 Bugg Lane,,San Marcos,Hays,TX,78666,US,,29.8807339,-97.9205431,145473,102 Wonder World Drive,,San Marcos,Hays,TX,78666,US,,29.8644568,-97.9627344,"[""Active""]",,"[""South Central""]",,,,2023/11/17,,11/17/2023  ERupdated via phone and web,,,,,2023/11/17,,2023/11/17,
5726,16647,150,58,1,122,2023-08-30 18:14:22,2024-08-27 13:42:35,,active,,Hays Central Appraisal District Office,,512-713-0563,,,,,,Location is accessible to people with disabilities,,512-268-2522,Office,,,,,,,,,,,66586,21001 N I-35,,Kyle,Hays,TX,78640,US,,29.96014,-97.78125,66585,21001 Interstate 35 North Frontage Road,,Kyle,Hays,TX,78640,US,,30.0360173,-97.8447512,"[""Active""]",,"[""South Central""]",,false,false,2024/08/27,Website,"8/27/24 se web update
7/24/2023 se web update6/30/2022 sc - completed annual update via website6/13/21 sn - Completed via web",,,,,2019/03/11,2024/08/27,2024/08/27,
5726,16648,150,58,1,122,2023-08-30 18:14:22,2024-08-27 13:32:45,,active,,Kyle Office,Kyle Substation,512-268-2729,,,,,,Location is accessible to people with disabilities,,512-268-8024,Kyle Substation,,,,,,,,,,,66590,5458 FM 2770,,Kyle,Hays,TX,78640,US,,30.0066,-97.80714,66589,712 S Stagecoach Trl,Ste 1120,San Marcos,,TX,78666,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/08/27,Website,"8/27/24 se web update
7/24/2023 se web update6/30/2022 sc - completed annual update via website6/13/21 sn - Completed via web",,,,,,2024/08/27,2024/08/27,
5726,16649,150,58,1,122,2023-08-30 18:14:22,2024-08-27 13:39:20,,active,,San Marcos Office/Main Tax Office,,512-393-5547,,,,,,Location is accessible to people with disabilities,,512-393-5545,Main Tax Office,,,,,,,,,,,66594,712 S Stagecoach Trl,Ste 1120,San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66593,712 South Stagecoach Trail,,San Marcos,Hays,TX,78666,US,,29.8650713,-97.9539209,"[""Active""]",,"[""South Central""]",,false,false,2024/08/27,Website,"8/27/24 se web update
7/24/2023 se web update6/30/2022 sc - completed annual update via website6/13/21 sn - Completed via web",,,,,,2024/08/27,2024/08/27,
5726,16650,150,58,1,122,2023-08-30 18:14:23,2024-08-27 13:31:22,,active,,Drippings Springs Office,Drippings Springs Substation,512-858-9245,,,,,,Location is accessible to people with disabilities,,512-858-5105,Dripping Springs Substation,,,,,,,,,,,66598,195 Roger Hanks Pkwy,,Dripping Springs,Hays,TX,78620,US,,30.25026,-98.12016,66597,712 S Stagecoach Trl,Ste 1120,San Marcos,,TX,78666,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/08/27,Website,"8/27/24 se web update
7/24/2023 se web update6/30/2022 sc - completed annual update via website6/13/21 sn - Completed via web",,,,,,2024/08/27,2024/08/27,
5726,16651,150,58,1,122,2023-08-30 18:14:23,2024-08-27 13:40:15,,active,,Wimberley Office,Wimberley Tax Substation,512-842-1440,,,,,,Location is accessible to people with disabilities,,512-878-6705,Wimberley Substation,,,,,,,,,,,66602,200 Stillwater,,Wimberley,Hays,TX,78676,US,,29.9904726,-98.0894491,66601,712 S Stagecoach Trl,,San Marcos,,TX,78666,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/08/27,Website,"8/27/24 se web update
7/24/2023 se web update6/30/2022 sc - completed annual update via website6/13/21 sn - Completed via web",,,,,2018/03/07,2024/08/27,2024/08/27,
5727,16652,150,58,1,122,2023-08-30 18:14:23,2023-11-29 14:37:26,,active,,Hays County Veteran Services,,512-393-7718,,,,,,Location is accessible to people with disabilities,,512-392-8387,Main Phone,,,,,,,,,,,66606,111 E San Antonio,"County Courthouse, Ste 200",San Marcos,Hays,TX,78666,US,,29.88306,-97.944958,66605,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/11/29,Veteran Service Officer,"11/29/2023 se web update
10/7/2021 se updated via phone with Cheryl",,,,,,2023/11/29,2023/11/29,
5728,16653,150,25,1,150,2023-08-30 18:14:23,2023-08-31 16:18:40,,active,,Inactive,Lockhart Office,512-398-4256,,,,,,Location is accessible to people with disabilities,,512-396-4357,24-hour Helpline,,512-398-9980,Administrative,,,,,,,,66610,Confidential location,,Lockhart,Caldwell,TX,78644,US,,29.87964,-97.66674,66609,Box 234,,Lockhart,,TX,78644,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2016/12/28,Director of Community Partnerships,,2/12/18 ch - Inactivated because location and mailing address are marked confidential; included phone and fax numbers in Advocacy Program record (only program for this office according to previous update).,,,,,,2016/12/28,2018/02/12
5728,16654,150,84,1,122,2023-08-30 18:14:24,2023-10-23 10:25:35,,active,,Hays-Caldwell Women's Center (HCWC) - Confidential Site,,512-353-2018,,,,,,Location is accessible to people with disabilities,,512-396-4357,24 Hour Helpline,,800-700-4292,Toll-Free Helpline,,512-396-3404,Administrative Line,,,,,66614,Confidential location,,San Marcos,Hays,TX,78667,US,,29.858861,-97.941591,66613,PO Box 234,,San Marcos,,TX,78667-0234,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/10/23,Director of Community Partnerships,"10/23/23 LT reactivated to attach to programs
2/12/18 ch - Inactivated because location and mailing address are marked confidential",,,,,,,2016/12/28,2018/02/13
5742,16715,150,37,1,117,2023-08-30 18:14:40,2023-11-02 12:22:17,,active,,Health Alliance for Austin Musicians,,,,,,,,Location is not accessible to people with disabilities,,512-541-4226,Intake Line,,,,,,,,,,,66858,3010 S Lamar Blvd,Ste 200,Austin,Travis,TX,78704,US,,30.293042,-97.737245,66857,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/10/26,Sr Director of Programs,10/26/2022 se web update9/14/21 sn - Updated via AV,,,,,,,2022/10/26,
5748,16728,150,25,1,150,2023-08-30 18:14:44,2023-08-31 16:18:43,,active,,Heatlh Professions Council (HPC),,512-305-8553,,,,https://www.hpc.state.tx.us,,Location is accessible to people with disabilities,,512-305-8550,Main Phone,,800-821-3205,Other phone,,,,,,,,66910,333 Guadalupe St,Ste 2-220,Austin,Travis,TX,78701,US,,30.271158,-97.741701,66909,333 Guadalupe St,Ste 2-220,Austin,,TX,78701,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,,,,
5749,36958,117,40,1,122,2023-11-21 13:15:17,2024-05-10 16:49:06,,active,,No Physical Location,,,,,,,,Location Accessible to Persons with Disabilities,,,,,,,,,,,,,,145625,,,,,,,US,,0,0,145624,,,,,,,US,,0,0,,,"[""TIRN""]",,,,2024/05/10,,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
5749,37033,117,40,1,122,2023-11-21 13:30:11,2024-05-10 16:47:51,,active,,No Physical Location,,,,,,,,Location Accessible to Persons with Disabilities,,,,,,,,,,,,,,145925,,,,,,,US,,0,0,145924,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/10,,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
5757,16774,150,25,1,150,2023-08-30 18:14:56,2023-08-31 16:19:14,,active,,Headquarters,,800-282-7692,,,,http://www.healthwellfoundation.org,,Not a physical location,,800-675-8416,Main Phone,,,,,,,,,,,67094,No Street Address,,Gaithersburg,Montgomery,MD,20878,US,,39.108777,-77.238351,67093,PO Box 4133,,Gaithersburg,,MD,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,,,,2016/03/09
5785,16844,150,25,1,150,2023-08-30 18:15:17,2023-08-31 16:19:18,,active,,Inactive,,,,,,https://www.heartoftexasoa.org,,Meeting sites are accessible to people with disabilities,,512-327-2802,Main Phone,,,,,,,,,,,67374,No physical location,,Austin,Travis,TX,78765,US,,30.30648,-97.72962,67373,PO Box 4116,,Austin,,TX,78765-4116,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2015/05/19,,,"Inactivated site record because groups are offered at multiple locations that change, individuals may visit website for updated group schedule - S. Mooney, 06/07/2016",,,,,,2015/05/19,2016/06/07
5787,16846,150,37,1,117,2023-08-30 18:15:17,2023-11-02 12:22:18,,active,,East Austin Office,,,,,,,info@heartprceast.org,Location is accessible to people with disabilities,,512-704-7876,East Austin Office,,,,,,,,,,,67382,6448 US 290 E,Ste B-110,Austin,Travis,TX,78723,US,,30.2653,-97.715271,67381,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/03/30,,3/31/2023 se phone update with deb4/6/2022 se web update3/2/2021 se - updated via website,,,,,,,2023/03/30,
5787,16847,150,37,1,117,2023-08-30 18:15:18,2023-11-02 12:22:18,,active,,Dripping Springs Office,,,,,,,info@heartprchc.org,Location is accessible to people with disabilities,,512-894-2298,Dripping Springs Office,,,,,,,,,,,67386,27711 RR 12,,Dripping Springs,Hays,TX,78620,US,,30.25026,-98.12016,67385,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/03/31,,"3/31/2023 se phone update with deb, new address for Dripping springs office4/6/2022 se web update3/2/2021 se - updated via website",,,,,2017/01/05,,2023/03/31,
5803,37088,122,77,1,122,2023-11-30 16:15:33,2023-11-30 16:15:33,,active,,Location is private,,,,,,,,Location accessible to people with disabilities,,,,,,,,,,,,,,146109,,,,,,78744,US,,0,0,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2023/11/30,Website,11/30/2023 MR Added site to allow record to appear in search results.,,,,,2023/11/30,,2023/11/30,
5807,36959,117,40,1,122,2023-11-21 13:15:18,2023-12-01 09:49:00,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145629,,,,,,,US,,0,0,145628,,,,,,,US,,0,0,,,"[""TIRN""]",,,,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
5807,37034,117,40,1,122,2023-11-21 13:30:11,2023-12-01 09:47:17,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145929,,,,,,,US,,0,0,145928,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
5819,16912,150,397,1,122,2023-08-30 18:15:35,2024-08-29 13:00:54,,active,,HEB Grocery Stores,,,,,,,,Locations are accessible to people with disabilities,,800-432-3113,HEB Customer Relations,,,,,,,,,,,67646,Available at HEB locations with a pharmacy,,Austin,Travis,TX,78752,US,,30.331527,-97.701819,67645,PO Box 839999,,San Antonio,,TX,78283,US,HEB Customer Relations Department,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/08/29,,"8/29/2024 aa completed update via web and brochure 
4/5/2022 se - Completed annual update based on website",,,,,,2024/08/29,2024/08/29,
5825,16929,150,40,1,122,2023-08-30 18:15:40,2024-01-05 16:51:54,,active,,South Central Region Office,,,,,,http://www.hknc.org,,Not a physical location,,,,,,,,,,,,,,67714,Not a physical location,,Baton Rouge,East Baton Rouge,LA,70884,US,,30.37715,-91.09362,67713,PO Box 82762,,Baton Rouge,,LA,70884,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/05,Program Specialist I,"updated per POC email - SAL 05/12/2021web verified - SAL 05/07/2021wen verified - mkr 5/12/2020Updated mailing address from PO Box 152080, Austin, TX 78715 - MR 12/11/2018",,,,,,,2023/01/06,
